         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 2562000000  +1               0 1 0 00000110 00000101 00000101 
 2562000000  +2               0 1 0 00000110 00000110 00000101 
 2562500000  +1               0 1 1 00000110 00000110 00000101 
 2562500000  +3               0 1 1 00000110 00000110 00000110 
 2563000000  +1               0 1 0 00000111 00000110 00000110 
 2563000000  +2               0 1 0 00000111 00000111 00000110 
 2563500000  +1               0 1 1 00000111 00000111 00000110 
 2563500000  +3               0 1 1 00000111 00000111 00000111 
 2564000000  +1               0 1 0 00001000 00000111 00000111 
 2564000000  +2               0 1 0 00001000 00001000 00000111 
 2564500000  +1               0 1 1 00001000 00001000 00000111 
 2564500000  +3               0 1 1 00001000 00001000 00001000 
 2565000000  +1               0 1 0 00001001 00001000 00001000 
 2565000000  +2               0 1 0 00001001 00001001 00001000 
 2565500000  +1               0 1 1 00001001 00001001 00001000 
 2565500000  +3               0 1 1 00001001 00001001 00001001 
 2566000000  +1               0 1 0 00001010 00001001 00001001 
 2566000000  +2               0 1 0 00001010 00001010 00001001 
 2566500000  +1               0 1 1 00001010 00001010 00001001 
 2566500000  +3               0 1 1 00001010 00001010 00001010 
 2567000000  +1               0 1 0 00001011 00001010 00001010 
 2567000000  +2               0 1 0 00001011 00001011 00001010 
 2567500000  +1               0 1 1 00001011 00001011 00001010 
 2567500000  +3               0 1 1 00001011 00001011 00001011 
 2568000000  +1               0 1 0 00000000 00001011 00001011 
 2568000000  +2               0 1 0 00000000 00000000 00001011 
 2568500000  +1               0 1 1 00000000 00000000 00001011 
 2568500000  +3               0 1 1 00000000 00000000 00000000 
 2569000000  +1               0 1 0 00000001 00000000 00000000 
 2569000000  +2               0 1 0 00000001 00000001 00000000 
 2569500000  +1               0 1 1 00000001 00000001 00000000 
 2569500000  +3               0 1 1 00000001 00000001 00000001 
 2570000000  +1               0 1 0 00000010 00000001 00000001 
 2570000000  +2               0 1 0 00000010 00000010 00000001 
 2570500000  +1               0 1 1 00000010 00000010 00000001 
 2570500000  +3               0 1 1 00000010 00000010 00000010 
 2571000000  +1               0 1 0 00000011 00000010 00000010 
 2571000000  +2               0 1 0 00000011 00000011 00000010 
 2571500000  +1               0 1 1 00000011 00000011 00000010 
 2571500000  +3               0 1 1 00000011 00000011 00000011 
 2572000000  +1               0 1 0 00000100 00000011 00000011 
 2572000000  +2               0 1 0 00000100 00000100 00000011 
 2572500000  +1               0 1 1 00000100 00000100 00000011 
 2572500000  +3               0 1 1 00000100 00000100 00000100 
 2573000000  +1               0 1 0 00000101 00000100 00000100 
 2573000000  +2               0 1 0 00000101 00000101 00000100 
 2573500000  +1               0 1 1 00000101 00000101 00000100 
 2573500000  +3               0 1 1 00000101 00000101 00000101 
 2574000000  +1               0 1 0 00000110 00000101 00000101 
 2574000000  +2               0 1 0 00000110 00000110 00000101 
 2574500000  +1               0 1 1 00000110 00000110 00000101 
 2574500000  +3               0 1 1 00000110 00000110 00000110 
 2575000000  +1               0 1 0 00000111 00000110 00000110 
 2575000000  +2               0 1 0 00000111 00000111 00000110 
 2575500000  +1               0 1 1 00000111 00000111 00000110 
 2575500000  +3               0 1 1 00000111 00000111 00000111 
 2576000000  +1               0 1 0 00001000 00000111 00000111 
 2576000000  +2               0 1 0 00001000 00001000 00000111 
 2576500000  +1               0 1 1 00001000 00001000 00000111 
 2576500000  +3               0 1 1 00001000 00001000 00001000 
 2577000000  +1               0 1 0 00001001 00001000 00001000 
 2577000000  +2               0 1 0 00001001 00001001 00001000 
 2577500000  +1               0 1 1 00001001 00001001 00001000 
 2577500000  +3               0 1 1 00001001 00001001 00001001 
 2578000000  +1               0 1 0 00001010 00001001 00001001 
 2578000000  +2               0 1 0 00001010 00001010 00001001 
 2578500000  +1               0 1 1 00001010 00001010 00001001 
 2578500000  +3               0 1 1 00001010 00001010 00001010 
 2579000000  +1               0 1 0 00001011 00001010 00001010 
 2579000000  +2               0 1 0 00001011 00001011 00001010 
 2579500000  +1               0 1 1 00001011 00001011 00001010 
 2579500000  +3               0 1 1 00001011 00001011 00001011 
 2580000000  +1               0 1 0 00000000 00001011 00001011 
 2580000000  +2               0 1 0 00000000 00000000 00001011 
 2580500000  +1               0 1 1 00000000 00000000 00001011 
 2580500000  +3               0 1 1 00000000 00000000 00000000 
 2581000000  +1               0 1 0 00000001 00000000 00000000 
 2581000000  +2               0 1 0 00000001 00000001 00000000 
 2581500000  +1               0 1 1 00000001 00000001 00000000 
 2581500000  +3               0 1 1 00000001 00000001 00000001 
 2582000000  +1               0 1 0 00000010 00000001 00000001 
 2582000000  +2               0 1 0 00000010 00000010 00000001 
 2582500000  +1               0 1 1 00000010 00000010 00000001 
 2582500000  +3               0 1 1 00000010 00000010 00000010 
 2583000000  +1               0 1 0 00000011 00000010 00000010 
 2583000000  +2               0 1 0 00000011 00000011 00000010 
 2583500000  +1               0 1 1 00000011 00000011 00000010 
 2583500000  +3               0 1 1 00000011 00000011 00000011 
 2584000000  +1               0 1 0 00000100 00000011 00000011 
 2584000000  +2               0 1 0 00000100 00000100 00000011 
 2584500000  +1               0 1 1 00000100 00000100 00000011 
 2584500000  +3               0 1 1 00000100 00000100 00000100 
 2585000000  +1               0 1 0 00000101 00000100 00000100 
 2585000000  +2               0 1 0 00000101 00000101 00000100 
 2585500000  +1               0 1 1 00000101 00000101 00000100 
 2585500000  +3               0 1 1 00000101 00000101 00000101 
 2586000000  +1               0 1 0 00000110 00000101 00000101 
 2586000000  +2               0 1 0 00000110 00000110 00000101 
 2586500000  +1               0 1 1 00000110 00000110 00000101 
 2586500000  +3               0 1 1 00000110 00000110 00000110 
 2587000000  +1               0 1 0 00000111 00000110 00000110 
 2587000000  +2               0 1 0 00000111 00000111 00000110 
 2587500000  +1               0 1 1 00000111 00000111 00000110 
 2587500000  +3               0 1 1 00000111 00000111 00000111 
 2588000000  +1               0 1 0 00001000 00000111 00000111 
 2588000000  +2               0 1 0 00001000 00001000 00000111 
 2588500000  +1               0 1 1 00001000 00001000 00000111 
 2588500000  +3               0 1 1 00001000 00001000 00001000 
 2589000000  +1               0 1 0 00001001 00001000 00001000 
 2589000000  +2               0 1 0 00001001 00001001 00001000 
 2589500000  +1               0 1 1 00001001 00001001 00001000 
 2589500000  +3               0 1 1 00001001 00001001 00001001 
 2590000000  +1               0 1 0 00001010 00001001 00001001 
 2590000000  +2               0 1 0 00001010 00001010 00001001 
 2590500000  +1               0 1 1 00001010 00001010 00001001 
 2590500000  +3               0 1 1 00001010 00001010 00001010 
 2591000000  +1               0 1 0 00001011 00001010 00001010 
 2591000000  +2               0 1 0 00001011 00001011 00001010 
 2591500000  +1               0 1 1 00001011 00001011 00001010 
 2591500000  +3               0 1 1 00001011 00001011 00001011 
 2592000000  +1               0 1 0 00000000 00001011 00001011 
 2592000000  +2               0 1 0 00000000 00000000 00001011 
 2592500000  +1               0 1 1 00000000 00000000 00001011 
 2592500000  +3               0 1 1 00000000 00000000 00000000 
 2593000000  +1               0 1 0 00000001 00000000 00000000 
 2593000000  +2               0 1 0 00000001 00000001 00000000 
 2593500000  +1               0 1 1 00000001 00000001 00000000 
 2593500000  +3               0 1 1 00000001 00000001 00000001 
 2594000000  +1               0 1 0 00000010 00000001 00000001 
 2594000000  +2               0 1 0 00000010 00000010 00000001 
 2594500000  +1               0 1 1 00000010 00000010 00000001 
 2594500000  +3               0 1 1 00000010 00000010 00000010 
 2595000000  +1               0 1 0 00000011 00000010 00000010 
 2595000000  +2               0 1 0 00000011 00000011 00000010 
 2595500000  +1               0 1 1 00000011 00000011 00000010 
 2595500000  +3               0 1 1 00000011 00000011 00000011 
 2596000000  +1               0 1 0 00000100 00000011 00000011 
 2596000000  +2               0 1 0 00000100 00000100 00000011 
 2596500000  +1               0 1 1 00000100 00000100 00000011 
 2596500000  +3               0 1 1 00000100 00000100 00000100 
 2597000000  +1               0 1 0 00000101 00000100 00000100 
 2597000000  +2               0 1 0 00000101 00000101 00000100 
 2597500000  +1               0 1 1 00000101 00000101 00000100 
 2597500000  +3               0 1 1 00000101 00000101 00000101 
 2598000000  +1               0 1 0 00000110 00000101 00000101 
 2598000000  +2               0 1 0 00000110 00000110 00000101 
 2598500000  +1               0 1 1 00000110 00000110 00000101 
 2598500000  +3               0 1 1 00000110 00000110 00000110 
 2599000000  +1               0 1 0 00000111 00000110 00000110 
 2599000000  +2               0 1 0 00000111 00000111 00000110 
 2599500000  +1               0 1 1 00000111 00000111 00000110 
 2599500000  +3               0 1 1 00000111 00000111 00000111 
 2600000000  +1               0 1 0 00001000 00000111 00000111 
 2600000000  +2               0 1 0 00001000 00001000 00000111 
 2600500000  +1               0 1 1 00001000 00001000 00000111 
 2600500000  +3               0 1 1 00001000 00001000 00001000 
 2601000000  +1               0 1 0 00001001 00001000 00001000 
 2601000000  +2               0 1 0 00001001 00001001 00001000 
 2601500000  +1               0 1 1 00001001 00001001 00001000 
 2601500000  +3               0 1 1 00001001 00001001 00001001 
 2602000000  +1               0 1 0 00001010 00001001 00001001 
 2602000000  +2               0 1 0 00001010 00001010 00001001 
 2602500000  +1               0 1 1 00001010 00001010 00001001 
 2602500000  +3               0 1 1 00001010 00001010 00001010 
 2603000000  +1               0 1 0 00001011 00001010 00001010 
 2603000000  +2               0 1 0 00001011 00001011 00001010 
 2603500000  +1               0 1 1 00001011 00001011 00001010 
 2603500000  +3               0 1 1 00001011 00001011 00001011 
 2604000000  +1               0 1 0 00000000 00001011 00001011 
 2604000000  +2               0 1 0 00000000 00000000 00001011 
 2604500000  +1               0 1 1 00000000 00000000 00001011 
 2604500000  +3               0 1 1 00000000 00000000 00000000 
 2605000000  +1               0 1 0 00000001 00000000 00000000 
 2605000000  +2               0 1 0 00000001 00000001 00000000 
 2605500000  +1               0 1 1 00000001 00000001 00000000 
 2605500000  +3               0 1 1 00000001 00000001 00000001 
 2606000000  +1               0 1 0 00000010 00000001 00000001 
 2606000000  +2               0 1 0 00000010 00000010 00000001 
 2606500000  +1               0 1 1 00000010 00000010 00000001 
 2606500000  +3               0 1 1 00000010 00000010 00000010 
 2607000000  +1               0 1 0 00000011 00000010 00000010 
 2607000000  +2               0 1 0 00000011 00000011 00000010 
 2607500000  +1               0 1 1 00000011 00000011 00000010 
 2607500000  +3               0 1 1 00000011 00000011 00000011 
 2608000000  +1               0 1 0 00000100 00000011 00000011 
 2608000000  +2               0 1 0 00000100 00000100 00000011 
 2608500000  +1               0 1 1 00000100 00000100 00000011 
 2608500000  +3               0 1 1 00000100 00000100 00000100 
 2609000000  +1               0 1 0 00000101 00000100 00000100 
 2609000000  +2               0 1 0 00000101 00000101 00000100 
 2609500000  +1               0 1 1 00000101 00000101 00000100 
 2609500000  +3               0 1 1 00000101 00000101 00000101 
 2610000000  +1               0 1 0 00000110 00000101 00000101 
 2610000000  +2               0 1 0 00000110 00000110 00000101 
 2610500000  +1               0 1 1 00000110 00000110 00000101 
 2610500000  +3               0 1 1 00000110 00000110 00000110 
 2611000000  +1               0 1 0 00000111 00000110 00000110 
 2611000000  +2               0 1 0 00000111 00000111 00000110 
 2611500000  +1               0 1 1 00000111 00000111 00000110 
 2611500000  +3               0 1 1 00000111 00000111 00000111 
 2612000000  +1               0 1 0 00001000 00000111 00000111 
 2612000000  +2               0 1 0 00001000 00001000 00000111 
 2612500000  +1               0 1 1 00001000 00001000 00000111 
 2612500000  +3               0 1 1 00001000 00001000 00001000 
 2613000000  +1               0 1 0 00001001 00001000 00001000 
 2613000000  +2               0 1 0 00001001 00001001 00001000 
 2613500000  +1               0 1 1 00001001 00001001 00001000 
 2613500000  +3               0 1 1 00001001 00001001 00001001 
 2614000000  +1               0 1 0 00001010 00001001 00001001 
 2614000000  +2               0 1 0 00001010 00001010 00001001 
 2614500000  +1               0 1 1 00001010 00001010 00001001 
 2614500000  +3               0 1 1 00001010 00001010 00001010 
 2615000000  +1               0 1 0 00001011 00001010 00001010 
 2615000000  +2               0 1 0 00001011 00001011 00001010 
 2615500000  +1               0 1 1 00001011 00001011 00001010 
 2615500000  +3               0 1 1 00001011 00001011 00001011 
 2616000000  +1               0 1 0 00000000 00001011 00001011 
 2616000000  +2               0 1 0 00000000 00000000 00001011 
 2616500000  +1               0 1 1 00000000 00000000 00001011 
 2616500000  +3               0 1 1 00000000 00000000 00000000 
 2617000000  +1               0 1 0 00000001 00000000 00000000 
 2617000000  +2               0 1 0 00000001 00000001 00000000 
 2617500000  +1               0 1 1 00000001 00000001 00000000 
 2617500000  +3               0 1 1 00000001 00000001 00000001 
 2618000000  +1               0 1 0 00000010 00000001 00000001 
 2618000000  +2               0 1 0 00000010 00000010 00000001 
 2618500000  +1               0 1 1 00000010 00000010 00000001 
 2618500000  +3               0 1 1 00000010 00000010 00000010 
 2619000000  +1               0 1 0 00000011 00000010 00000010 
 2619000000  +2               0 1 0 00000011 00000011 00000010 
 2619500000  +1               0 1 1 00000011 00000011 00000010 
 2619500000  +3               0 1 1 00000011 00000011 00000011 
 2620000000  +1               0 1 0 00000100 00000011 00000011 
 2620000000  +2               0 1 0 00000100 00000100 00000011 
 2620500000  +1               0 1 1 00000100 00000100 00000011 
 2620500000  +3               0 1 1 00000100 00000100 00000100 
 2621000000  +1               0 1 0 00000101 00000100 00000100 
 2621000000  +2               0 1 0 00000101 00000101 00000100 
 2621500000  +1               0 1 1 00000101 00000101 00000100 
 2621500000  +3               0 1 1 00000101 00000101 00000101 
 2622000000  +1               0 1 0 00000110 00000101 00000101 
 2622000000  +2               0 1 0 00000110 00000110 00000101 
 2622500000  +1               0 1 1 00000110 00000110 00000101 
 2622500000  +3               0 1 1 00000110 00000110 00000110 
 2623000000  +1               0 1 0 00000111 00000110 00000110 
 2623000000  +2               0 1 0 00000111 00000111 00000110 
 2623500000  +1               0 1 1 00000111 00000111 00000110 
 2623500000  +3               0 1 1 00000111 00000111 00000111 
 2624000000  +1               0 1 0 00001000 00000111 00000111 
 2624000000  +2               0 1 0 00001000 00001000 00000111 
 2624500000  +1               0 1 1 00001000 00001000 00000111 
 2624500000  +3               0 1 1 00001000 00001000 00001000 
 2625000000  +1               0 1 0 00001001 00001000 00001000 
 2625000000  +2               0 1 0 00001001 00001001 00001000 
 2625500000  +1               0 1 1 00001001 00001001 00001000 
 2625500000  +3               0 1 1 00001001 00001001 00001001 
 2626000000  +1               0 1 0 00001010 00001001 00001001 
 2626000000  +2               0 1 0 00001010 00001010 00001001 
 2626500000  +1               0 1 1 00001010 00001010 00001001 
 2626500000  +3               0 1 1 00001010 00001010 00001010 
 2627000000  +1               0 1 0 00001011 00001010 00001010 
 2627000000  +2               0 1 0 00001011 00001011 00001010 
 2627500000  +1               0 1 1 00001011 00001011 00001010 
 2627500000  +3               0 1 1 00001011 00001011 00001011 
 2628000000  +1               0 1 0 00000000 00001011 00001011 
 2628000000  +2               0 1 0 00000000 00000000 00001011 
 2628500000  +1               0 1 1 00000000 00000000 00001011 
 2628500000  +3               0 1 1 00000000 00000000 00000000 
 2629000000  +1               0 1 0 00000001 00000000 00000000 
 2629000000  +2               0 1 0 00000001 00000001 00000000 
 2629500000  +1               0 1 1 00000001 00000001 00000000 
 2629500000  +3               0 1 1 00000001 00000001 00000001 
 2630000000  +1               0 1 0 00000010 00000001 00000001 
 2630000000  +2               0 1 0 00000010 00000010 00000001 
 2630500000  +1               0 1 1 00000010 00000010 00000001 
 2630500000  +3               0 1 1 00000010 00000010 00000010 
 2631000000  +1               0 1 0 00000011 00000010 00000010 
 2631000000  +2               0 1 0 00000011 00000011 00000010 
 2631500000  +1               0 1 1 00000011 00000011 00000010 
 2631500000  +3               0 1 1 00000011 00000011 00000011 
 2632000000  +1               0 1 0 00000100 00000011 00000011 
 2632000000  +2               0 1 0 00000100 00000100 00000011 
 2632500000  +1               0 1 1 00000100 00000100 00000011 
 2632500000  +3               0 1 1 00000100 00000100 00000100 
 2633000000  +1               0 1 0 00000101 00000100 00000100 
 2633000000  +2               0 1 0 00000101 00000101 00000100 
 2633500000  +1               0 1 1 00000101 00000101 00000100 
 2633500000  +3               0 1 1 00000101 00000101 00000101 
 2634000000  +1               0 1 0 00000110 00000101 00000101 
 2634000000  +2               0 1 0 00000110 00000110 00000101 
 2634500000  +1               0 1 1 00000110 00000110 00000101 
 2634500000  +3               0 1 1 00000110 00000110 00000110 
 2635000000  +1               0 1 0 00000111 00000110 00000110 
 2635000000  +2               0 1 0 00000111 00000111 00000110 
 2635500000  +1               0 1 1 00000111 00000111 00000110 
 2635500000  +3               0 1 1 00000111 00000111 00000111 
 2636000000  +1               0 1 0 00001000 00000111 00000111 
 2636000000  +2               0 1 0 00001000 00001000 00000111 
 2636500000  +1               0 1 1 00001000 00001000 00000111 
 2636500000  +3               0 1 1 00001000 00001000 00001000 
 2637000000  +1               0 1 0 00001001 00001000 00001000 
 2637000000  +2               0 1 0 00001001 00001001 00001000 
 2637500000  +1               0 1 1 00001001 00001001 00001000 
 2637500000  +3               0 1 1 00001001 00001001 00001001 
 2638000000  +1               0 1 0 00001010 00001001 00001001 
 2638000000  +2               0 1 0 00001010 00001010 00001001 
 2638500000  +1               0 1 1 00001010 00001010 00001001 
 2638500000  +3               0 1 1 00001010 00001010 00001010 
 2639000000  +1               0 1 0 00001011 00001010 00001010 
 2639000000  +2               0 1 0 00001011 00001011 00001010 
 2639500000  +1               0 1 1 00001011 00001011 00001010 
 2639500000  +3               0 1 1 00001011 00001011 00001011 
 2640000000  +1               0 1 0 00000000 00001011 00001011 
 2640000000  +2               0 1 0 00000000 00000000 00001011 
 2640500000  +1               0 1 1 00000000 00000000 00001011 
 2640500000  +3               0 1 1 00000000 00000000 00000000 
 2641000000  +1               0 1 0 00000001 00000000 00000000 
 2641000000  +2               0 1 0 00000001 00000001 00000000 
 2641500000  +1               0 1 1 00000001 00000001 00000000 
 2641500000  +3               0 1 1 00000001 00000001 00000001 
 2642000000  +1               0 1 0 00000010 00000001 00000001 
 2642000000  +2               0 1 0 00000010 00000010 00000001 
 2642500000  +1               0 1 1 00000010 00000010 00000001 
 2642500000  +3               0 1 1 00000010 00000010 00000010 
 2643000000  +1               0 1 0 00000011 00000010 00000010 
 2643000000  +2               0 1 0 00000011 00000011 00000010 
 2643500000  +1               0 1 1 00000011 00000011 00000010 
 2643500000  +3               0 1 1 00000011 00000011 00000011 
 2644000000  +1               0 1 0 00000100 00000011 00000011 
 2644000000  +2               0 1 0 00000100 00000100 00000011 
 2644500000  +1               0 1 1 00000100 00000100 00000011 
 2644500000  +3               0 1 1 00000100 00000100 00000100 
 2645000000  +1               0 1 0 00000101 00000100 00000100 
 2645000000  +2               0 1 0 00000101 00000101 00000100 
 2645500000  +1               0 1 1 00000101 00000101 00000100 
 2645500000  +3               0 1 1 00000101 00000101 00000101 
 2646000000  +1               0 1 0 00000110 00000101 00000101 
 2646000000  +2               0 1 0 00000110 00000110 00000101 
 2646500000  +1               0 1 1 00000110 00000110 00000101 
 2646500000  +3               0 1 1 00000110 00000110 00000110 
 2647000000  +1               0 1 0 00000111 00000110 00000110 
 2647000000  +2               0 1 0 00000111 00000111 00000110 
 2647500000  +1               0 1 1 00000111 00000111 00000110 
 2647500000  +3               0 1 1 00000111 00000111 00000111 
 2648000000  +1               0 1 0 00001000 00000111 00000111 
 2648000000  +2               0 1 0 00001000 00001000 00000111 
 2648500000  +1               0 1 1 00001000 00001000 00000111 
 2648500000  +3               0 1 1 00001000 00001000 00001000 
 2649000000  +1               0 1 0 00001001 00001000 00001000 
 2649000000  +2               0 1 0 00001001 00001001 00001000 
 2649500000  +1               0 1 1 00001001 00001001 00001000 
 2649500000  +3               0 1 1 00001001 00001001 00001001 
 2650000000  +1               0 1 0 00001010 00001001 00001001 
 2650000000  +2               0 1 0 00001010 00001010 00001001 
 2650500000  +1               0 1 1 00001010 00001010 00001001 
 2650500000  +3               0 1 1 00001010 00001010 00001010 
 2651000000  +1               0 1 0 00001011 00001010 00001010 
 2651000000  +2               0 1 0 00001011 00001011 00001010 
 2651500000  +1               0 1 1 00001011 00001011 00001010 
 2651500000  +3               0 1 1 00001011 00001011 00001011 
 2652000000  +1               0 1 0 00000000 00001011 00001011 
 2652000000  +2               0 1 0 00000000 00000000 00001011 
 2652500000  +1               0 1 1 00000000 00000000 00001011 
 2652500000  +3               0 1 1 00000000 00000000 00000000 
 2653000000  +1               0 1 0 00000001 00000000 00000000 
 2653000000  +2               0 1 0 00000001 00000001 00000000 
 2653500000  +1               0 1 1 00000001 00000001 00000000 
 2653500000  +3               0 1 1 00000001 00000001 00000001 
 2654000000  +1               0 1 0 00000010 00000001 00000001 
 2654000000  +2               0 1 0 00000010 00000010 00000001 
 2654500000  +1               0 1 1 00000010 00000010 00000001 
 2654500000  +3               0 1 1 00000010 00000010 00000010 
 2655000000  +1               0 1 0 00000011 00000010 00000010 
 2655000000  +2               0 1 0 00000011 00000011 00000010 
 2655500000  +1               0 1 1 00000011 00000011 00000010 
 2655500000  +3               0 1 1 00000011 00000011 00000011 
 2656000000  +1               0 1 0 00000100 00000011 00000011 
 2656000000  +2               0 1 0 00000100 00000100 00000011 
 2656500000  +1               0 1 1 00000100 00000100 00000011 
 2656500000  +3               0 1 1 00000100 00000100 00000100 
 2657000000  +1               0 1 0 00000101 00000100 00000100 
 2657000000  +2               0 1 0 00000101 00000101 00000100 
 2657500000  +1               0 1 1 00000101 00000101 00000100 
 2657500000  +3               0 1 1 00000101 00000101 00000101 
 2658000000  +1               0 1 0 00000110 00000101 00000101 
 2658000000  +2               0 1 0 00000110 00000110 00000101 
 2658500000  +1               0 1 1 00000110 00000110 00000101 
 2658500000  +3               0 1 1 00000110 00000110 00000110 
 2659000000  +1               0 1 0 00000111 00000110 00000110 
 2659000000  +2               0 1 0 00000111 00000111 00000110 
 2659500000  +1               0 1 1 00000111 00000111 00000110 
 2659500000  +3               0 1 1 00000111 00000111 00000111 
 2660000000  +1               0 1 0 00001000 00000111 00000111 
 2660000000  +2               0 1 0 00001000 00001000 00000111 
 2660500000  +1               0 1 1 00001000 00001000 00000111 
 2660500000  +3               0 1 1 00001000 00001000 00001000 
 2661000000  +1               0 1 0 00001001 00001000 00001000 
 2661000000  +2               0 1 0 00001001 00001001 00001000 
 2661500000  +1               0 1 1 00001001 00001001 00001000 
 2661500000  +3               0 1 1 00001001 00001001 00001001 
 2662000000  +1               0 1 0 00001010 00001001 00001001 
 2662000000  +2               0 1 0 00001010 00001010 00001001 
 2662500000  +1               0 1 1 00001010 00001010 00001001 
 2662500000  +3               0 1 1 00001010 00001010 00001010 
 2663000000  +1               0 1 0 00001011 00001010 00001010 
 2663000000  +2               0 1 0 00001011 00001011 00001010 
 2663500000  +1               0 1 1 00001011 00001011 00001010 
 2663500000  +3               0 1 1 00001011 00001011 00001011 
 2664000000  +1               0 1 0 00000000 00001011 00001011 
 2664000000  +2               0 1 0 00000000 00000000 00001011 
 2664500000  +1               0 1 1 00000000 00000000 00001011 
 2664500000  +3               0 1 1 00000000 00000000 00000000 
 2665000000  +1               0 1 0 00000001 00000000 00000000 
 2665000000  +2               0 1 0 00000001 00000001 00000000 
 2665500000  +1               0 1 1 00000001 00000001 00000000 
 2665500000  +3               0 1 1 00000001 00000001 00000001 
 2666000000  +1               0 1 0 00000010 00000001 00000001 
 2666000000  +2               0 1 0 00000010 00000010 00000001 
 2666500000  +1               0 1 1 00000010 00000010 00000001 
 2666500000  +3               0 1 1 00000010 00000010 00000010 
 2667000000  +1               0 1 0 00000011 00000010 00000010 
 2667000000  +2               0 1 0 00000011 00000011 00000010 
 2667500000  +1               0 1 1 00000011 00000011 00000010 
 2667500000  +3               0 1 1 00000011 00000011 00000011 
 2668000000  +1               0 1 0 00000100 00000011 00000011 
 2668000000  +2               0 1 0 00000100 00000100 00000011 
 2668500000  +1               0 1 1 00000100 00000100 00000011 
 2668500000  +3               0 1 1 00000100 00000100 00000100 
 2669000000  +1               0 1 0 00000101 00000100 00000100 
 2669000000  +2               0 1 0 00000101 00000101 00000100 
 2669500000  +1               0 1 1 00000101 00000101 00000100 
 2669500000  +3               0 1 1 00000101 00000101 00000101 
 2670000000  +1               0 1 0 00000110 00000101 00000101 
 2670000000  +2               0 1 0 00000110 00000110 00000101 
 2670500000  +1               0 1 1 00000110 00000110 00000101 
 2670500000  +3               0 1 1 00000110 00000110 00000110 
 2671000000  +1               0 1 0 00000111 00000110 00000110 
 2671000000  +2               0 1 0 00000111 00000111 00000110 
 2671500000  +1               0 1 1 00000111 00000111 00000110 
 2671500000  +3               0 1 1 00000111 00000111 00000111 
 2672000000  +1               0 1 0 00001000 00000111 00000111 
 2672000000  +2               0 1 0 00001000 00001000 00000111 
 2672500000  +1               0 1 1 00001000 00001000 00000111 
 2672500000  +3               0 1 1 00001000 00001000 00001000 
 2673000000  +1               0 1 0 00001001 00001000 00001000 
 2673000000  +2               0 1 0 00001001 00001001 00001000 
 2673500000  +1               0 1 1 00001001 00001001 00001000 
 2673500000  +3               0 1 1 00001001 00001001 00001001 
 2674000000  +1               0 1 0 00001010 00001001 00001001 
 2674000000  +2               0 1 0 00001010 00001010 00001001 
 2674500000  +1               0 1 1 00001010 00001010 00001001 
 2674500000  +3               0 1 1 00001010 00001010 00001010 
 2675000000  +1               0 1 0 00001011 00001010 00001010 
 2675000000  +2               0 1 0 00001011 00001011 00001010 
 2675500000  +1               0 1 1 00001011 00001011 00001010 
 2675500000  +3               0 1 1 00001011 00001011 00001011 
 2676000000  +1               0 1 0 00000000 00001011 00001011 
 2676000000  +2               0 1 0 00000000 00000000 00001011 
 2676500000  +1               0 1 1 00000000 00000000 00001011 
 2676500000  +3               0 1 1 00000000 00000000 00000000 
 2677000000  +1               0 1 0 00000001 00000000 00000000 
 2677000000  +2               0 1 0 00000001 00000001 00000000 
 2677500000  +1               0 1 1 00000001 00000001 00000000 
 2677500000  +3               0 1 1 00000001 00000001 00000001 
 2678000000  +1               0 1 0 00000010 00000001 00000001 
 2678000000  +2               0 1 0 00000010 00000010 00000001 
 2678500000  +1               0 1 1 00000010 00000010 00000001 
 2678500000  +3               0 1 1 00000010 00000010 00000010 
 2679000000  +1               0 1 0 00000011 00000010 00000010 
 2679000000  +2               0 1 0 00000011 00000011 00000010 
 2679500000  +1               0 1 1 00000011 00000011 00000010 
 2679500000  +3               0 1 1 00000011 00000011 00000011 
 2680000000  +1               0 1 0 00000100 00000011 00000011 
 2680000000  +2               0 1 0 00000100 00000100 00000011 
 2680500000  +1               0 1 1 00000100 00000100 00000011 
 2680500000  +3               0 1 1 00000100 00000100 00000100 
 2681000000  +1               0 1 0 00000101 00000100 00000100 
 2681000000  +2               0 1 0 00000101 00000101 00000100 
 2681500000  +1               0 1 1 00000101 00000101 00000100 
 2681500000  +3               0 1 1 00000101 00000101 00000101 
 2682000000  +1               0 1 0 00000110 00000101 00000101 
 2682000000  +2               0 1 0 00000110 00000110 00000101 
 2682500000  +1               0 1 1 00000110 00000110 00000101 
 2682500000  +3               0 1 1 00000110 00000110 00000110 
 2683000000  +1               0 1 0 00000111 00000110 00000110 
 2683000000  +2               0 1 0 00000111 00000111 00000110 
 2683500000  +1               0 1 1 00000111 00000111 00000110 
 2683500000  +3               0 1 1 00000111 00000111 00000111 
 2684000000  +1               0 1 0 00001000 00000111 00000111 
 2684000000  +2               0 1 0 00001000 00001000 00000111 
 2684500000  +1               0 1 1 00001000 00001000 00000111 
 2684500000  +3               0 1 1 00001000 00001000 00001000 
 2685000000  +1               0 1 0 00001001 00001000 00001000 
 2685000000  +2               0 1 0 00001001 00001001 00001000 
 2685500000  +1               0 1 1 00001001 00001001 00001000 
 2685500000  +3               0 1 1 00001001 00001001 00001001 
 2686000000  +1               0 1 0 00001010 00001001 00001001 
